Website,Product Name,Product Price,Url
flipkart,Designer Loafers For Men  (Black),272.0,"https://www.flipkart.com/hotstyle-designer-loafers-men/p/itmf7nkvjavehyfb?pid=SHOF7N23TA3HPER9&lid=LSTSHOF7N23TA3HPER9L3VBZM&marketplace=FLIPKART&store=osp%2Fcil&srno=b_1_1&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_3_3.dealCard.OMU_C0AE7W8S46B4_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_3_NA_view-all_3&fm=neo%2Fmerchandising&iid=en_UjaV433b0Kpp5Z9MJpOBEt35KcxL6GVmcQoyB%2F%2B6ytygAXvotw632fMluQLcZ3hZXjZ0JnqkfS%2FWQ5IsRxDhbw%3D%3D&ppt=hp&ppn=homepage&ssid=btjtqm37ao0000001652105899237
"
flipkart,CR-1 Sneakers For Men  (Grey),315.0,"https://www.flipkart.com/hotstyle-cr-1-sneakers-men/p/itm3b8928a42acd7?pid=SHOFQ3GJHH89CDZH&lid=LSTSHOFQ3GJHH89CDZHGW6GE1&marketplace=FLIPKART&store=osp%2Fcil&srno=b_1_2&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_3_3.dealCard.OMU_C0AE7W8S46B4_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_3_NA_view-all_3&fm=neo%2Fmerchandising&iid=en_UjaV433b0Kpp5Z9MJpOBEt35KcxL6GVmcQoyB%2F%2B6ytxTBqyeV9bmCP%2BgYDEVMhxh27LexrQSADv4vkJ3DaWmIA%3D%3D&ppt=browse&ppn=browse
"
flipkart,Varsity Compete TR 3 Training & Gym Shoes For Men  (Black),3791.0,"https://www.flipkart.com/nike-varsity-compete-tr-3-training-gym-shoes-men/p/itmfa14dcb4a127c?pid=SHOFZSPAPPZQWDG7&lid=LSTSHOFZSPAPPZQWDG7AMQW8I&marketplace=FLIPKART&store=osp%2Fcil&srno=b_1_24&otracker=nmenu_sub_Men_0_Footwear&fm=neo%2Fmerchandising&iid=3ccc7a54-175b-45d2-b380-163a072801cf.SHOFZSPAPPZQWDG7.SEARCH&ppt=browse&ppn=browse
"
flipkart,Nike Air Max Impact 3 Basketball Shoe Basketball Shoes For Men  (Black),5654.0,"https://www.flipkart.com/nike-air-max-impact-3-basketball-shoe-shoes-men/p/itm4419d34bd51b7?pid=SHOGBHZJHHG7K85U&lid=LSTSHOGBHZJHHG7K85UIHLYPT&marketplace=FLIPKART&store=osp%2Fcil&srno=b_1_13&otracker=nmenu_sub_Men_0_Footwear&fm=neo%2Fmerchandising&iid=d7a50498-b7c3-4823-ac6b-d9b0fe8a463f.SHOGBHZJHHG7K85U.SEARCH&ppt=browse&ppn=browse
"
flipkart,Air Max Excee Running Shoes For Men  (Black),5516.0,"https://www.flipkart.com/nike-air-max-excee-running-shoes-men/p/itm254030af4e33c?pid=SHOG6HBQYD4FHZSX&lid=LSTSHOG6HBQYD4FHZSXJ70AQ1&marketplace=FLIPKART&store=osp%2Fcil&srno=b_1_23&otracker=nmenu_sub_Men_0_Footwear&fm=neo%2Fmerchandising&iid=d7a50498-b7c3-4823-ac6b-d9b0fe8a463f.SHOG6HBQYD4FHZSX.SEARCH&ppt=browse&ppn=browse
"
meesho,Rambo orange,331.0,"https://meesho.com/unique-graceful-men-sports-shoes/p/1b9hxm
"
meesho,VB 489 White Shoe,311.0,"https://meesho.com/aadab-graceful-men-sports-shoes/p/1gdpbk
"
meesho,Men Black Sports Shoes - Sneakers,434.0,"https://meesho.com/modern-trendy-men-sports-shoes/p/19cmeq
"
meesho,error,error,https://meesho.com/modern-trendy/p/19ergfeq
